,negative,text
26322,-1,ええ！！地味にスゴイ次が最終回なの！？ 寂しくなるなぁ
26324,-1,テゴマスが10周年だったので 「だったので」ってちょっと悲しいなぁ。。
26325,-1,おや、ますださん今日声ちがくない？ 本当に風邪引いてるのかな
26331,-2,本当はおおらかな人でありたいと願うのに父親にしょっちゅうプリプリしてしまう。私の父は人のものを落としても拾わないし謝らないし、自分がしたいようにレイアウトだけ変えて私のモノは避けたまま落としたままにしたりを平気でする。
26332,-2,みんなで綺麗に扱っていた共有の所有物を汚して放置したりするのでタオルは全部汚くなるし、それが嫌だから自分専用に買ってきてこれは私のだから使わないでねって言っておいても忘れてまた使っては汚す。ずーーーっとそのいたちごっこだ。
26333,-2,言っても聞いてもらえないので家族は父親に見つからないように道具を隠すようになった。どこにあるかわからない場所に隠すのだから物の置場の使いやすさとかは無縁で、この状況に疲れ果てている。諦めてしまえばいいのだろうけど何度も期待してしまう。
26334,-1,なんだか一昨日くらいから体調悪いな 作業が一段落したら横になろう(‘、3_ヽ)_
26335,-1,なんとか完遂…..._:(´-`」 ∠):_ 顔が濡れて力が出ないよ〜
26336,-2,いい表情作るのも仕事じゃないんかい。笑え！！って怒鳴って写真撮るカメラマンの腕はたかが知れてるなあ。
26337,-2,下腹部痛を気にしながら 布団にくるまり 眠れずに朝がくる。
26338,-1,いくら騒いでも本当のことは成宮くん本人にしかわからないし、状況だけを見れば限りなく黒に近いグレーにも思えてしまうけれど。彼を応援してきた人たちはそれでも信じたいんだよね。そういう思いは、尊いと思う。裏切られた痛みを知るなら、どうか裏切らないでほしい。
26339,-1,負けてないと思えるものがなかったら みんなの前には立てないと思うし。 かぁ。根拠のある自信なんだよなぁ。でもドヤァ感も嫌味もなくて、そういうとこに惹かれる。 やみくもに自信無いからなぁ、私は。 ちゃんと自分のこと見つめ直したい。
26341,-1,TLうらやましいなぁ…□♡▽○
26347,-1,まっすーくしゃみ出るとか 収録の時相当風邪だったんだろうなあ
26349,-1,アラサーアイドル達の意見がちゃんとしすぎてて 幼稚な自分の言葉遣い恥ずかしくなった。。
26352,-2,なくなったものの犯人扱いもストーブのつけっぱなしの原因にするのもやめてよ、私のせいにしないでよ。毎日朝まで電気もパソコンもつけっぱなしのおとうさん。
26353,-2,他でもない親に濡れ衣ばかり着せられてりゃそら根性ひん曲がった子が出来上がりますよ、はぁ…あなたの駄作ですよ。
26363,-1,パソコンでブルーレイ再生できない問題( ・_・___ ) ドキュメンタリー見たいんじゃあ( ・_・___ )
26367,-1,昼夜逆転いいかげん直んない、こまた。
26368,-2,通称：ねずみ男（父）
26374,-1,世界遺産に変えられてもーた
26381,-1,審判エアーリーディングやめて
26382,-2,うわあああああああああ
26383,-1,夢に見るやつwww いやぁ惜しかったぁ、、
26397,-1,小山さんの左目はもう一重に戻らないのだろうか(ー_ー)
26398,-2,気持ちわるいのに眠れない。 つらい…( _´♢`_ )
26399,-1,ファンとしてもこの勢いのまんま！って思ってたけど大人の事情ってやつだったんだねぇ。。本人たちに気持ちがあってもどうにもならないのは切ないなぁ…(_ω_`)
26404,-1,地デジビュアーもう完全にだめくさい かれこれ２ヶ月以上は繋がってない NEWSな２人SP見たかったのに；ω；
26405,-1,NEWS間にあわなかったああああうおおおおおお！！！！
26406,-1,お風呂入るタイミング見失ってぎりぎりにかけてみたが賭けに負けた‥_(:3」∠)_
26411,-2,最後のほうNEWS映してよおおおおおおおおおお！！！！！！！！だったね(_´÷`_ )
26422,-1,スマホゲー忙しすぎて一周回ってもうゲームしたくないよう！！（やんなきゃいいだけ
26423,-2,起きてるのに録画組；ω； 部屋にテレビがないんじゃあ(゜`ω´ ゜)゜ ごめんよ、コヤシゲ、、
26424,-1,TLが幸せに染まっている
26425,-2,見れないのに実況辛いや 明日ちゃんと見ようね。 お　や　す　み
26426,-2,結局寝てないマン
26428,-2,ぎじぐんの胸キュンスカッとをチェックし忘れるという失態
26431,-1,あんまり言ったらいけないんだろうなと思いつつ、言いたいことを言いたくて作った壁打ちアカウントだから言ってしまうな
26436,-1,あとで考え直すと自分は何様なんだって思うことが多々ある。腹の立つことも多いけど、それに反応してしまっては自分も同じことをしているのと変わらない。
26444,-1,かさぶたになって 痒くてこすっちゃって また血が出て を、この先も繰り返すのだろう こまた。
26445,-1,今期は暗いドラマばっかりだなあ
26446,-1,たのしくってすぐ話し過ぎちゃう癖直さないとなぁ
26448,-2,少プレわすれてたあああ！！！！！！
26455,-1,“ 全然寝ないな、コイツ… ” はじめました。
26463,-1,ますださんのヒゲにも深めに切り込んでっちゃうんだもんな いやぁ〜パイセンってすごいな
26464,-1,わしももうちっとやわらかなニュアンスで生きたいのう〜
26465,-1,おおおおこんなにドキドキしちゃうなら話しかけなきゃいいのにね…
26466,-1,壁打ちはたのしさびしたのしい
26476,-1,深読みする頭なくてＫらじからの好意と受け取ってたらそんな簡単な話じゃなさそう…？ファン同士の揉めごとはよくないよねぇ、大好きな人たちを悲しませちゃうよ。ひいてはファンの行動から本人たちのイメージ下がっちゃいかねないんだから、どうか優しい気持ちでいきましょうよ。
26478,-1,男子も女子も好かれるのに清潔感が大事なのは変わらないんだな
26479,-1,大好きなアイドルが求める清潔基準クリアしてる気がしなくて悲しいね(；ω；)
26490,-1,銀魂実写ビジュ皆かっこいいんだけど加工感が強い。剛さんも輪郭違いすぎない？
26491,-1,チカラウタEMMA歌ったのかー！！そりゃそうだよなぁ。。推測できたことなのに5倍録画にしちゃってた(；ω；)もったいな〜い…
26498,-1,ゲームで出遅れた！ごめんしげ！！
26502,-1,珍しくパチっと目覚めいいと思ったらもうねむい( ´=ω=` )
26503,-1,昨日母君が珍しく風邪引いて熱出してたからうつりやすい私は「わいは元気、須藤元気やー！」と思いこむのに忙しかった。のど痛さんこんにちは！
26507,-1,まだ若いのに可哀想になあ…、、
26508,-1,テゴマス見ないで掃除して健康番組見てごめんな…録画でしっかりみるから…調子悪くて体が健康をほしがーる(_3_ヽ)_
26509,-1,EMMA出たばっかりでアレだけど、４月からのツアーにお決まりの アルバム引っさげて がないパターンってあるのだろうか？もうあと２ヵ月ほどで始まっちゃうんだよな、ここからアルバム出しまーす！ってなる？の...かな...？
26510,-2,( ゜д゜)ハッ!運命の人のアプリ乗っ取りの噂出てた…！解除完了。
26513,-1,ねむすぎてコタツでうとうと こりゃあぶない！
26517,-1,ごほうびって言い方がなんかね…よぎって飲みこんだ言葉。お願いだから勘違いであってくれ…(；ω；)
26518,-1,ごしさん見習ってポジティブに応援してたいけどNEWSってグループは、その名に恥じぬNEWSの舞い込みっぷりだからなぁ。いいニュースも悲しいニュースも(_´・ω・`_)心配
26521,-2,クズの本懐って若い子が見たら 中二病とメンヘラ拗らせそう 若くなくてもすごく落ち込んだ、、 今クールの作品って 何で暗いの多いのよ
26525,-1,ニューニューニュー まさかの寝坊した(ノω・、)。
26526,-1,テゴの初回ブイ録画してたかったぁ〜。゜(゜＾ω＾゜)゜。
26531,-2,動悸がする…0(_3_ヽ)_
26533,-1,「マリオカートじゃなくてマリカーですから」ってかなり苦しい言い方してた覚えあるけどついに…
26534,-2,もうずっと保存した検索ワードが消せなくなってたから最終手段のアプリの入れ直ししたら結構な数の下書きに残しといた大事なメモも失ったことに今気付いちゃ…っ……＿(　____)_ キェァァァェェェェァァ
26540,-1,僕はそんなことしないよ こ、こわい
26543,-1,罪を憎んで人を憎まず
26545,-2,わだじもゴンザードいぎだいねばああああらんどいぎだいでずうううううぅ。゜(゜´〜`゜)゜。
26550,-1,流れ星ずっとリピってると おせんちになってくるな( ・_・___ )
26554,-1,ぜんぜんプツプツして見れなーーーい！！
26555,-2,予約したのによんぱち録れなかったのなんで…？(ノω・、)
26556,-1,ちょっと打つの遅くて聞いてから書いたみたいになってくやすい
26560,-1,密林からのNEVERLANDまだ届かぬ。。秘境でフラゲは無理なのか…(；；)
26561,-1,NEVERLANDで幸せそうなTLを今日は薄目で見るしかない（[-━-]ω[-━-]）
26565,-1,アレルギー体質だけど空けたピアスホールにいい加減ピアスしなすぎて塞がりかけてたから昨夜はつけて寝たんだけど、起きたら右耳につけたハートのピアスが見当たらない。 ファンサで投げたかな…？ (　_ω_ ).。o が、今朝のダイジェスト。
26572,-1,あ〜急に充電ケーブル死んでもた…。 ベッド脇からしょっちゅう刺したまま落としてたから爪が折れ…かなしい。。扱い悪くてごめんよ、ケーブルちゃん
26573,-1,もしタイムマシンがあったら、あの頃の自分にもっとちゃんといっぷくを見なさい録りなさいと伝えたい
26574,-1,昔仲が良かった子にちょっかい出し続けてたら本当に嫌がってるの気づかなくて嫌われちゃったことがあって、その子は許してくれたけど今もずっと後悔してる。さじ加減がわからないから初めから全部に消極的にするしか対策が見つからないコミュ障。
26575,-1,なんだかんだ自分が傷つきたくないが強すぎるのかな。相手のために尽くせる優しい人になりたい。
26581,-1,さ、レコ編集に入ります…
26585,-2,やばい全然眠れなかった( ´・ω・` )
26586,-1,少しでも寝よ… がんばる寝
26603,-1,チャンネル権がテレ朝にある それだめ…´・_・`
26604,-1,ザ・クローゼット、ザ・少年倶楽部の代わりだったww＼(^o^)／…！『ザ・』しか合ってないぞ！！w
26607,-2,傘と自転車泥棒はゆるすまじ
26610,-1,上手くいけば当たるかなって期待してた嫌われる勇気もこっちのベクトルだったらもうちょっと跳ねてたかもなあって思ってる。アドラー心理学で人目を気にし過ぎなくなったらこんなに人生を豊かになるよっていうのが軸のドラマだったらこんな現代だからみんな興味持ちそうだなって。
26611,-1,はぁ〜〜〜ポテチ食べながら痩せたい！（暴挙
26618,-1,ご飯食べてすぐ寝てた( *´_`* ) 頓服薬なくなっちゃうから、 そろそろ病院も行かなきゃなあ
26625,-2,はぁ〜！わしも都会に生まれてたらスーパーフライデーに31したい人生だった〜！！
26626,-2,チカラウタ予約し忘れたーーーー！！ あかーーーーーーーーーーん！！＼(＾o＾)／
26627,-1,こういう所に弱肉強食を出してくる世の中ってやさしくなくてやだな。
26632,-1,ローソン近くにある人ええなあ
26635,-2,早朝トイレに起きてすぐ動悸しんどかったな
26639,-2,うそだろ…カール……！ ダイエットしてるから買ってなかったけど悲しい。チーズ食べおさめしたい。。
26640,-2,ツイッターでは大暴れしてんのにLINE既読スルーされるのチリツモで心に毒だからやっぱリア友とはツイッター繋がるもんじゃないな。
26641,-1,あんなにおなかいっぱいだったのに もうおなかすいただ〜！！
26643,-2,お゛〜あだまいでぇだ〜
26646,-2,低気圧ぐったり〜な
26647,-2,あだまいだい
26648,-2,あれ、これ風邪引いたかな_( :0 」 )_
26649,-2,この家の人はみんな面倒なことは人任せだからツケが回ってきたんだよなぁ。 父の片付けない癖をフォローしてるとなんでいつも自分ばっか損してバカみたいって気持ちになる。人一倍汚す同じ掃除当番の人が永遠にサボってくる感じ。 だから我が家は人の事にとてもドライになってしまったんだと思う。
26650,-2,とはいえ頼めばほとんど引き受けてくれて優しかったりなんの不自由もなく育ててくれた両親には感謝しなきゃ罰当たるよなあ。 心の広いやさしい人間でありたかった、今からでもなれるかなあ。なりたいなあ。
26652,-1,これが湊かなえかぁ、、
26654,-2,発作起こしかけて帰ってきたら 母親になぜか無視される、かなしい
26655,-1,パイレーツ・オブ・カリビアン忘れてたあああ！れ！！！
26656,-2,昨晩リンパマッサージに使ったベビーオイルが机に垂れてることに気付かず、買ったばかりの指輪の箱に油染みをつけ涙目( _д_ )
26657,-2,キョウ、トテモ、 フンダーリケターリ
26658,-2,う゛わ゛あ゛あ゛あ゛あ゛あ゛ん゛ん゛ん゛ 梅゛雨゛や゛だ゛あ゛あ゛あ゛あ゛っ゛！゛！゛れ゛！゛ タ゛オ゛ル゛く゛っ゛さ゛い゛よ゛お゛お゛お゛お゛！゛！゛ 煮゛る゛の゛め゛ん゛ど゛く゛っ゛さ゛い゛よ゛お゛お゛お゛お゛お゛！゛！゛！゛！゛
26659,-1,藤原語で叫べば いささかすっきり(くさい)
26660,-2,そしてわしも体調不良である0(_3_ヽ)_
26661,-2,これはひどい…(_3_ヽ)_ 体調不良なのにまったく眠れないやーつ そこに動悸の３コンボだどん！ 発作起こりそうしんどい(´×ω×`)。、
26662,-2,あ゛あ゛あ゛あ゛あ゛前゛半゛の゛み゛ゅ゛ー゛じ゛っ゛く゛で゛い゛予゛約゛し゛忘゛れ゛て゛ま゛し゛た゛あ゛あ゛あ゛っ゛ぶ゛ね゛え゛え゛え゛あ゛あ゛あ゛あ゛あ゛！゛！゛！゛！゛
26664,-1,せっかくの曲だったけど、今日うたバラバラしちゃってたなぁ。NEWSに限らず他のアーティストも音ズレてる人多いけど会場音聞きづらいのかなぁ。
26666,-2,せっかく早めに布団に入ったというのに 体がかゆくて眠れぬ_(:3 ⌒゛)_
26667,-2,原因ダニかと思って布団関連全部干して掃除機かけたけど、なう進行形でかゆい場所増えてるんだが…もしかしてモスキート…？
26669,-2,進撃のねずみのイエダニ作戦に 阿鼻叫喚の我が家 全員ぼっこぼこに刺されてる…
26672,-2,ダニ事変で連日寝不足なせいか 胃もたれ汗冷えで寒気治らぬ あっついのに寒い〜！ ぐったり つらい…_( :0 」 )_
26676,-2,体は疲労困憊なのに妙な緊張で眠れぬ 今日もぐったりすんのはやだなぁ…。。
26677,-1,７月気温やばすぎて手付かずの庭。 絶好の草むしり日和だったのに小雨で蒸し蒸しタイムになってしもた〜！もう森だ〜！！
26678,-2,録ってるからってリアタイもさせてもらえんかったのにあんまりだァ…。、。
26679,-1,叫びそこねたんだ！
26683,-2,台風恒例の気圧でドキドキするやーつ つらたん(_3_ヽ)_
26684,-2,安眠バイバイ(_´¬`_ )
26685,-2,クーラーがないから窓全開に開けて寝てた娘の部屋を昨日開けといた雨戸まで全部閉めて閉じ込める父親に「殺す気か！」のセリフで起きる朝
26690,-2,体調が悪化した不安感強くて眠れない…考えても仕方ないのはわかってるのに。。
26692,-1,日テレの番組内で引っ張り過ぎるとこYAZAWA好きじゃない
26694,-2,サイレン怖すぎて心臓イタイ
26695,-2,通過ってどこに向けて打ったんだよ…戦争やめろ…やめてくれ
26699,-1,治ったらダイエットのせいだって母に言われないカラダ作りしたい。栄養失調だって言われるけど、わいのダイエットは食事改善に近いからその苦言は納得できぬ。始める前よりはバランスよく食べとるよ、たぶん。
26700,-1,[__]；*д*)_〈 ま゛っ゛す゛ー゛（゛う゛め゛き゛ご゛え゛
26701,-2,こんなに体調悪いのになんで眠れないんだ、体よ
26702,-2,1.5の麦茶飲みきってトイレ通って37.7℃、ひどい状況だ。ほっぺた殴ったら寝れないかなあ〜もう気絶でもいいよ、寝てくれ体
26704,-1,そうか、この体調の悪さは台風のせいなのね、そうなのね！
26707,-2,こんな恐ろしい警報にもそのうち慣れてしまうのかな。現に今回はもう体が二度寝キメようとしてる(　_ω_ ).。o
26708,-1,寝るには寝たけど寝た気がしない
26709,-1,なんかまた熱出そうだなあ
26710,-2,耳閉感とめまいで調べたら突発性難聴って出てきて不安で発作おきそう。。その場合すぐに病院行かなくちゃいけないみたい…連休。。台風のせいであってくれ。明日には治ってくれ。。泣
26712,-1,もうNEWS出ないかなあ…録画渋滞…
26714,-2,やたらと眠い。体がだるくて重い。ぼーっとしてあまり頭が働かない。感情の起伏が激しくなって、怒ったり悲しかったりする。全部が副作用なのかはわからないけど、薬漬けになってしまうのではないかと怖い。今抱えてる感情。 主治医に聞いたら怒られないかな、呆れられないかな、恐くて聞けない。
26715,-2,治したいけど薬漬けになりたくないはわがままなのだろうか。どんなことにもメリット、デメリットはつきものだもんなぁ。なんだか八方塞がりで、すごく焦る。
26717,-1,夜になって、この…急激に気温が下がる感じ…？MAUTAついてけない[__]ε_) 〜( ε_) 0
26719,-2,朝9時頃に親戚が来て起きてしもた。うまくねむれなかったから体調しんどい( −ω− ).。o
26720,-1,あとは睡眠さえうまくできれば万事うまくいく気がしてるのに
26721,-1,な
26722,-1,テゴマス恋しい寝(><。)
26724,-2,かゆくておきた(。・_＿__。)つらお
26725,-2,また下手こいた…すいみん( ・・_ )
26727,-2,ますださんのアヒル口が〜！！ドラマ録画されててとれない〜！！(ノω・、)
26728,-2,いくらお腹が苦しいからってセンナはもう合わないからやめるべきだった、、胃が痛い。
26730,-2,明日行く予定の皮膚科午前しかやってないのに総合病院での検査のこと想定して考えてたら不安で目がバッキバキで眠いのに眠れん
26731,-1,緊張と蕁麻疹のあいだ
26732,-2,さっきから寝落ちそうになるたびに吐き気がきて覚醒。を3、4回繰り返しててとぅらい…/( _P_ )ーいのに
26733,-2,本格的に風邪引くのかなあ。。 やだなあ。。 明日の予定が 死なないといいんだが
26735,-2,はだみずどばらだい(・_、・)
26737,-1,寒すぎて眠れぬ 頭用布団追加
26739,-1,この上半身ならもっと太ももがないとバランス悪いな〜
26740,-2,まっすー衣装や私服でなかなかの色使いしてるけど、女の子のネイルの色とりどりなのは否定的なのか…なんか悲しいなあ。私は黄色も色んな色塗るのも可愛いと思うよ。
26742,-1,最強寒波すぎて頭痛い、ねむい
26748,-2,毎度到着時刻がわからない親戚の集まりinわが家の到着時刻予想を昨晩父としていたんだけど、わい「10時くらいかな〜？」と聞いたら、父「11時くらいじゃないか？」と返されたが、実際は9時半。
26749,-2,いつも父の見積もりは甘いんだから鵜呑みにするもんじゃなかったな〜。ねむいな〜。
26753,-1,遠足前夜ねむれない症候群つらたん、。、
26755,-2,大好きな雑貨屋さんどんどん無くなっちゃうな。。 生活に必要ではないかもしれないけど、 私にとって雑貨屋さんは 生活を豊かにしてくれる大切な存在だから 悲しくてとてもさびしい
26757,-2,もうちょっとで寝落ちる…寝おち…からの鼻詰まりすぎ窒息感で覚醒起きしんど。。胃もたれ治ったのに今度は鼻づまり。予定があるというのに一睡もできん(/´A`)
26759,-1,ここ最近でいちばん風邪に近い女なう
26760,-1,心が太りたがってるんだ。
26764,-2,穏やかなおじいちゃん先生が居て好きだった病院が閉院してたのが思いの外悲しすぎる、る。
26768,-1,すばる脱退説まじだったんか、、 これはジャニオタ衝撃だ。。。
26770,-2,また母が間違って未視聴のタイプライターズ消した(_____)…。。
26772,-1,こなれた頃の操作が一番危ないんだよな〜。また消される前になるはやで編集するようつとめなければ。。
26773,-2,明日はとても大事な日。やりたいことも沢山あるっていうのに寝れずに久方ぶりの発作を起こすだなんてツイてない(_・ ・_)震えてきちゃったからさすがに薬飲んだ。
26774,-2,鼻がつまり過ぎて睡眠の妨害になると思って点鼻薬つけたら喘息気味になってしまって発作が誘発されたくさい
26776,-2,ねむれぬ 明日の予定詰んだな〜(_3冫_)_
26777,-2,気持ち悪すぎて眠れぬ、こまた
26778,-2,たべすぎてきもちわるいな
26779,-2,うまく眠れない日が続いてついに体調不良で胃がきもちわるぅ…(´×ω×`)今日は筋トレより睡眠優先しよう。。寝れるとき寝よ。
26781,-2,今朝起きて第一声が「疲れた」って、言葉なの末期だな…
26782,-2,はぁーあ。。大好きなものが原因でこんなに自暴自棄になる日が来るとはな。。しんど…太るわ、、せっかく痩せたけどなんか全部どうでもよくなってきた
26783,-2,普段の食のストレスでチートデーが終わる前に最後の追い込みプチのイーグルスチーズバーガー味とチートス旨辛味が止まらんかった。胃的にはもういらないのに食べたい。嘔吐恐怖気味なのに過食嘔吐するんじゃないかの勢いで満腹に詰め込む詰め込む。なんだかダイエットって心に健康じゃないなぁ。
26790,-2,眠れんし動悸すごいし
26792,-1,あーん、ごしさんのメレンゲ録り忘れた…(_´_`_)!!
26793,-2,今夜も動悸がすごい(/´A`)
26795,-2,あたまいたい
26796,-2,片頭痛ながすぎだ かれこれもう5時間 ガンガン、ズキズキ きもちわるい 寝れない(´-_-。`)
26797,-2,今日の予定ドタキャンしたらごめん、相方よ(/´A`)いてぇよ
26798,-2,安静にしたいのに頭の中が勝手に音楽再生してくれてつらい。無音ください。。
26800,-1,入退院を繰り返しながらも生涯現役を貫かれて、テレビでは一瞬で楽しい空気を作ってすごい方だ。歌丸師匠大好きだったからやっぱり訃報は悲しいな…(ノω・、)
26804,-1,くわーー同点かーーー
26805,-1,こんなギリギリでかーーー_>_<。_悔しいのう
26807,-2,変にかさ増し飯食べちまって 胃の調子わろしんどい
26808,-1,すばるの表情ぐっとくる
26811,-2,あーあ、なんで気付かなかったんだ、、凹む
26812,-1,みんなして音程安定しねぇなあ、がんばれ
26813,-1,色んな意見はパフォーマンスで跳ね返してほしいから、やっぱ歌もうちょっと安定してほしいなぁ
26821,-2,寝れる温度じゃないからと避難してきた2階でまさかのクーラーOFFってたから心の中の藤原竜也が死゛ん゛じ゛ゃ゛う゛よ゛お゛お゛お゛お゛お゛お゛！゛！゛！゛！゛って叫んだ
26822,-2,こういう日に節電考えるのやめようぜ、母。今日は命落とすレベルの熱帯夜よ。。
26823,-2,夏のイベ周回携帯死ぬ
26826,-2,せっかく眠くた寝入る寸前だったのに蚊に左手ぼっこぼこにされておきた、ツイてないな。。
26827,-1,オイ！！犯蚊！！！！お前のせいで眠れないから人が那月イベで気持ちよくstill叩いてる時に手元でノリノリに飛んでんじゃねーぞ！！！フルコンボ逃したじゃねぇか！！！！！！！！！！(ノ`□´)ノ⌒┻━┻
26828,-1,今夜は耐えられないタイプの熱帯夜だからクーラーの部屋に避難。そもそも冷房無しで寝る修行僧私だけ。ギリギリでいつも生きてる。寝たい。
26829,-1,薬のんだから一時間でもいい…ねさせてくれ…ワイの体____:) _
26832,-2,薄い緑色のフィルター灰色になるほどホコリ溜まってたしな〜。元々薬剤かけておけば清潔教の父上なので「やった」ってことで大丈夫と思っちゃってんだろうなぁ。。年寄りの部屋はノンストップでエアコンつけてる時期だから気をつけないと病気になりそうで怖いね。
26835,-1,揚げ物をカリッカリで食べたかった人生だった。
26836,-1,めっちゃ運動して天ぷらと冷や麦たらふく食ったから意味なし！
26837,-1,疲れちゃったなぁ。 のに眠れぬなぁ。
26838,-2,二度目もこんなパンクするなら予定数で終了と言わずに普通に受注生産にしてくれぇ…((+_+))
26839,-1,返信来てくれない限りなんもできんなぁ、こまた。
26840,-2,思わぬところで本音を聞いた。 私はいないほうがいいってさ。
26841,-2,いないほうがいい、か。
26842,-1,背に腹は変えられない疾患があむたので病院なう。薬と母が横に居てくれるだけでだいぶマシな心持ちだ。
26844,-2,あだまいだいな
26852,-2,B級映画見たあと寝れなすぎて朝 心臓バクバクするけど寝たい
26853,-2,久しぶりにきたって思ったらまた田舎干されフライデーか、、
26854,-2,あたまいでえ 寝ても治んねえ
26855,-2,はなっから犯人扱いして鍵どこやった、パソコンの横においておいたのにお前が動かしたんだろ？起きて探せよって態度。 結局またいつもの勘違いでご自分でテーブルの下に置いてらっしゃったのにあったよーだけで謝りもしねえ。朝からくそ毒親…腹立つ…
26856,-2,そもそも昨日掃除したの父親不在の時だったんだからその後部屋の奥に入ってないわしが犯人なわけないじゃろ…それともコナン並みのトリック使ったと思ったんか？
26857,-2,自分だけすっきり解決して出て行ったの腹立つから一筆文句をしたためておこう
26858,-2,鼻から息吸うも吐くもできんつまり方しとる朝…寝たかった。
26859,-2,父の誕生日だからお昼にお弁当買うって言ってたのに知らぬ間に私だけハブ。実家に持ってきてくれる予定だったのに急に変更して連絡なしの待ちぼうけ。変更になるなら誰か一人でも電話くれればいいのに。
26860,-2,私の分は別で夕飯に買ってきてくれるって言ってたからいいんだけどさ…なんかこういう意志の疎通0なとこやなんだよな、マイファミリー。
26861,-2,いくつになっても期待してた予定のキャンセルにふてくされるの大人げないと思いながらも悲しくて
26862,-2,普段ひとりの時間だって全然楽しいし ひとりは楽ちんだし結構好きだけど ドタキャンとかくらうとやたら孤独って思う めんどくせえ、自分のこういうとこきらい
26863,-2,疲れてる時くらいもっと優しく出来たらなあって思ってるのに結局ぷりぷりしてるからしょうもない。心底もっと器の大きい人間だったらなあと思う。
26864,-2,胃薬も飲んでよこたわって一時間以上だったけど胃痛治らないなぁ、あと謎の寒気。よくなれ〜__(ー_ωー__)
26865,-2,あだまいで…
26866,-2,あー目は腫れ皮膚に赤い丘できる発作きたーー！痒くて眠れぬぅ‥。。
26867,-1,録画しとけばよかったなぁ( 。_ __)_
26872,-2,高輪ゲートウェイウェイ駅ダサすぎるから今からひっくり返せないもんか。1位の高輪駅でいいじゃない。
26876,-1,登校したらその日が修学旅行当日で急いで帰ってパッキングする夢みた……怖し。
26877,-1,帰って服服…って急いで詰めてるのに全然終わらんかったな。断捨離してちゃんとお気に入りだけ持った人間になりたいと切実におもた。
26881,-1,なんてこった！ ホームアローン2裏なのか〜！！
26885,-1,ブリーチ下手すぎ。 年の瀬に髪色のムラ深めすぎ。
26886,-1,こしいたしてごし
26888,-1,マスコミにカットされてないバージョンの文面見たけど明石市長、口は悪いけど辞職するほど悪くなくない？悔しかろうなぁ。
26891,-2,あぁーーー( ;_; )さびしかなし
26894,-2,ピースナウ、宇宙百貨、大中、swimmer、アルゴンキン 青春がみんな消えてゆく。。
26902,-1,そういえば、元ジャニの人が書いてる記事読んでたら父のような接し方だったジャニさんの時代だったらパニック障害も防げたみたいなこと書いてあったけど、あれはちげーぜ。脳みその誤作動だもん。当事者じゃないと、やっぱ精神的強さの問題みたいに思われるんだなぁ。
26903,-2,交渉成功からぬかよろこんだあとのキャンセルはとてもきついであります:( ;_; ):
26906,-2,ずっと飴舐め続けてるけど喉痛すぎて眠れん…こんな酷い喉風邪久々だな
26907,-2,一晩で箱ティッシュ半分消費する勢いだもの。それが全部喉行っちゃうんだもの。良くならないはずだわ。
26908,-2,寝れば寝るほど熱上がるのなんでー( ______ )しんどー。
26909,-1,スターと俺の差ならまだ卑下や自虐笑いになるんだろうけど、同じゲストの方と比べてってのはそれは違くない？って思ったら源さんちゃんと注意してて優しいね。ミーハーってのは裏を返すと格差付けなのかもしれない。わしも気をつけよう。
26911,-2,あーたーまーいーでーーーー。
26913,-2,その都度買えってかい？電子書籍、着うたくらい理不尽だな。紙媒体には紛失、劣化のリスクはあるものの購入先から取り上げられることは無いからな。よっぽど気に入った作品以外は電子化は厭わないけど保証されないのは話にならん。 RT
26914,-1,データの財産ってやっぱ法律整ってないからなのかなぁ。冊子にしない分圧倒的にコスト浮いてる+同じくらいの価格設定なんでしょ？なら購入者に優しくしたってよ〜。そしたらもっと売れるやん？Win-Winやん(__)_
26915,-1,オーケーグーグル タオルからエンドレス紫汁出るの直して
26923,-1,小枝のチョコミント味 焼きそばの味するのなんでなん？
26926,-1,大悟道ボイスの裏だったんか〜！ 録画忘れてたーーー！！
26928,-1,令和ライダーから高岩さんじゃ無くなっちゃうのかぁ。。( ;___;)淋
26929,-2,わしもチャリパク傘パクする人種は大嫌い。やってる人の意識低すぎて10万近くする電動自転車なんて買えたもんじゃないよなぁといつも思うんだけど、そもそも安いチャリだって2万くらいすっから！よく考えろ、他人から2万盗ってんだぞ？と言いたい。
26933,-1,斎藤終はもっと早くに登場してほしかったなぁ。推しにしたいくらいタイプだけれど思い入れできる前に銀魂終わっちまった。
26936,-2,あだまいでーぇーーーーっ（二日目）
26939,-2,とんでもねえ台風だって言われてるのに家族で危機感もってるのわしだけなのなんで……。非常食で買ってきたカップ麺もう食べようとする親父なんで……。。
26941,-1,ライブ配信ってコンサート配信するのかと思ったら会見なのけ…！？
26942,-2,YouTubeライブ＿配信 であって、YouTube＿ライブ配信 だと音楽ライブと勘違いするな〜アイドルだから。ユーチューバーならそんなこと思わないのにね。 勝手ながら期待しすぎて拍子抜けしてしもた。発表自体はすごい発表だったのにごめんよ、寝よう。。
26944,-1,この世にどこでもドアがあったら、常に逃げる場所がある状況になって、予期不安が無くなって劇的にPD患者の症状はよくなる気がする。間違いなくノーベル賞。おねがい、発明してぇ…えらいひとぉ…。。
26946,-2,浮き沈みありつつだけど一週間もずっと体調悪いと流石に滅入る。せめてこういう時くらい不眠症大人しくしてくれい。。
26947,-2,あーこんなに面白い回だったのに録画忘れたのが悔やまれる…( __ω__ )もったいない
