,3class
23260,0
23261,1
23262,0
23263,0
23264,-1
23265,1
23266,-1
23267,-1
23268,-1
23269,0
23270,1
23271,-1
23272,-1
23273,-1
23274,-1
23275,1
23276,1
23277,-1
23278,-1
23279,-1
23280,-1
23281,-1
23282,-1
23283,-1
23284,0
23285,0
23286,0
23287,0
23288,-1
23289,-1
23290,1
23291,1
23292,0
23293,0
23294,0
23295,-1
23296,-1
23297,0
23298,1
23299,1
23300,1
23301,1
23302,1
23303,1
23304,1
23305,0
23306,-1
23307,1
23308,0
23309,1
23310,0
23311,0
23312,-1
23313,-1
23314,0
23315,1
23316,0
23317,-1
23318,-1
23319,-1
23320,-1
23321,-1
23322,-1
23323,-1
23324,-1
23325,-1
23326,-1
23327,-1
23328,-1
23329,-1
23330,1
23331,-1
23332,-1
23333,-1
23334,-1
23335,0
23336,1
23337,1
23338,1
23339,0
23340,0
23341,0
23342,1
23343,1
23344,0
23345,1
23346,0
23347,0
23348,1
23349,0
23350,0
23351,0
23352,1
23353,1
23354,0
23355,0
23356,0
23357,-1
23358,-1
23359,0
23360,1
23361,0
23362,0
23363,0
23364,0
23365,1
23366,0
23367,0
23368,-1
23369,0
23370,-1
23371,1
23372,0
23373,-1
23374,0
23375,-1
23376,-1
23377,-1
23378,-1
23379,-1
23380,1
23381,0
23382,-1
23383,-1
23384,-1
23385,-1
23386,-1
23387,-1
23388,0
23389,0
23390,1
23391,0
23392,0
23393,1
23394,0
23395,0
23396,1
23397,0
23398,-1
23399,0
23400,-1
23401,-1
23402,0
23403,-1
23404,-1
23405,0
23406,0
23407,0
23408,0
23409,0
23410,0
23411,-1
23412,1
23413,0
23414,-1
23415,-1
23416,-1
23417,-1
23418,-1
23419,-1
23420,-1
23421,-1
23422,-1
23423,-1
23424,-1
23425,-1
23426,-1
23427,-1
23428,-1
23429,-1
23430,-1
23431,1
23432,0
23433,-1
23434,-1
23435,-1
23436,-1
23437,1
23438,0
23439,-1
23440,-1
23441,-1
23442,-1
23443,-1
23444,-1
23445,-1
23446,-1
23447,-1
23448,-1
23449,-1
23450,0
23451,-1
23452,0
23453,-1
23454,1
23455,0
23456,0
23457,-1
23458,-1
23459,-1
23460,0
23461,1
23462,0
23463,0
23464,0
23465,-1
23466,1
23467,1
23468,0
23469,0
23470,1
23471,0
23472,-1
23473,0
23474,-1
23475,-1
23476,0
23477,0
23478,1
23479,-1
23480,-1
23481,-1
23482,-1
23483,-1
23484,1
23485,1
23486,1
23487,-1
23488,0
23489,1
23490,1
23491,1
23492,1
23493,1
23494,1
23495,0
23496,-1
23497,-1
23498,-1
23499,-1
23500,-1
23501,-1
23502,-1
23503,-1
23504,0
23505,0
23506,0
23507,1
23508,-1
23509,0
23510,1
23511,1
23512,1
23513,1
23514,0
23515,1
23516,0
23517,0
23518,1
23519,0
23520,1
23521,1
23522,1
23523,1
23524,0
23525,-1
23526,-1
23527,-1
23528,-1
23529,-1
23530,-1
23531,-1
23532,-1
23533,0
23534,0
23535,0
23536,1
23537,1
23538,-1
23539,-1
23540,0
23541,-1
23542,-1
23543,-1
23544,-1
23545,1
23546,1
23547,1
23548,1
23549,-1
23550,0
23551,1
23552,-1
23553,-1
23554,-1
23555,-1
23556,-1
23557,-1
23558,-1
23559,-1
23560,-1
23561,0
23562,0
23563,-1
23564,-1
23565,-1
23566,-1
23567,0
23568,0
23569,0
23570,0
23571,-1
23572,-1
23573,-1
23574,-1
23575,1
23576,1
23577,1
23578,1
23579,0
23580,0
23581,-1
23582,1
23583,1
23584,0
23585,0
23586,0
23587,-1
23588,1
23589,1
23590,-1
23591,-1
23592,-1
23593,-1
23594,-1
23595,-1
23596,-1
23597,-1
23598,-1
23599,-1
23600,1
23601,-1
23602,-1
23603,-1
23604,-1
23605,-1
23606,0
23607,0
23608,-1
23609,0
23610,-1
23611,-1
23612,-1
23613,-1
23614,0
23615,0
23616,-1
23617,-1
23618,1
23619,-1
23620,1
23621,-1
23622,1
23623,-1
23624,-1
23625,-1
23626,0
23627,1
23628,1
23629,1
23630,0
23631,0
23632,1
23633,1
23634,1
23635,1
23636,1
23637,1
23638,1
23639,-1
23640,0
23641,1
23642,0
23643,0
23644,0
23645,0
23646,0
23647,1
23648,1
23649,0
23650,1
23651,1
23652,1
23653,-1
23654,1
23655,1
23656,1
23657,-1
23658,-1
23659,-1
23660,-1
23661,-1
23662,-1
23663,1
23664,0
23665,-1
23666,1
23667,1
23668,1
23669,0
23670,1
23671,1
23672,1
23673,1
23674,1
23675,1
23676,0
23677,1
23678,1
23679,1
23680,1
23681,0
23682,0
23683,1
23684,-1
23685,0
23686,1
23687,0
23688,0
23689,-1
23690,-1
23691,-1
23692,-1
23693,0
23694,0
23695,0
23696,0
23697,1
23698,1
23699,-1
23700,-1
23701,1
23702,1
23703,1
23704,1
23705,-1
23706,-1
23707,0
23708,0
23709,0
23710,1
23711,1
23712,1
23713,0
23714,-1
23715,-1
23716,0
23717,0
23718,-1
23719,1
23720,-1
23721,0
23722,1
23723,0
23724,0
23725,1
23726,-1
23727,0
23728,0
23729,1
23730,1
23731,0
23732,1
23733,-1
23734,-1
23735,0
23736,-1
23737,-1
23738,-1
23739,-1
23740,-1
23741,0
23742,-1
23743,-1
23744,0
23745,0
23746,1
23747,-1
23748,-1
23749,-1
23750,-1
23751,-1
23752,-1
23753,-1
23754,-1
23755,1
23756,1
23757,1
23758,1
23759,1
23760,-1
23761,-1
23762,-1
23763,-1
23764,-1
23765,-1
23766,1
23767,1
23768,-1
23769,-1
23770,-1
23771,-1
23772,-1
23773,-1
23774,-1
23775,1
23776,1
23777,1
23778,0
23779,1
23780,1
23781,1
23782,1
23783,0
23784,1
23785,1
23786,1
23787,1
23788,-1
23789,-1
23790,0
23791,1
23792,0
23793,0
23794,0
23795,-1
23796,1
23797,-1
23798,-1
23799,-1
23800,-1
23801,-1
23802,-1
23803,-1
23804,-1
23805,-1
23806,-1
23807,-1
23808,-1
23809,-1
23810,-1
23811,-1
23812,-1
23813,-1
23814,-1
23815,-1
23816,-1
23817,-1
23818,-1
23819,-1
23820,-1
23821,-1
23822,0
23823,0
23824,-1
23825,-1
23826,-1
23827,1
23828,-1
23829,-1
23830,-1
23831,-1
23832,1
23833,1
23834,1
23835,1
23836,1
23837,0
23838,-1
23839,-1
23840,-1
23841,-1
23842,1
23843,1
23844,1
23845,-1
23846,-1
23847,0
23848,0
23849,1
23850,1
23851,-1
23852,1
23853,-1
23854,-1
23855,-1
23856,0
23857,-1
23858,-1
23859,-1
23860,1
23861,1
23862,-1
23863,-1
23864,-1
23865,-1
23866,-1
23867,-1
23868,-1
23869,-1
23870,-1
23871,-1
23872,-1
23873,-1
23874,-1
23875,-1
23876,-1
23877,-1
23878,-1
23879,1
23880,1
23881,1
23882,1
23883,1
23884,1
23885,-1
23886,-1
23887,1
23888,1
23889,1
23890,-1
23891,-1
23892,-1
23893,-1
23894,1
23895,0
23896,0
23897,-1
23898,-1
23899,-1
23900,1
23901,0
23902,1
23903,0
23904,-1
23905,-1
23906,0
23907,1
23908,0
23909,1
23910,0
23911,1
23912,0
23913,-1
23914,1
23915,1
23916,1
23917,-1
23918,0
23919,0
23920,-1
23921,-1
23922,0
23923,0
23924,-1
23925,-1
23926,1
23927,1
23928,0
23929,1
23930,-1
23931,0
23932,-1
23933,1
23934,0
23935,0
23936,-1
23937,-1
23938,0
23939,-1
23940,0
23941,0
23942,-1
23943,-1
23944,1
23945,1
23946,1
23947,0
23948,-1
23949,0
23950,1
23951,-1
23952,0
23953,0
23954,1
23955,0
23956,0
23957,0
23958,1
23959,1
23960,1
23961,1
23962,-1
23963,0
23964,1
23965,1
23966,1
23967,-1
23968,1
23969,-1
23970,1
23971,-1
23972,-1
23973,0
23974,0
23975,0
23976,-1
23977,1
23978,1
23979,0
23980,1
23981,1
23982,0
23983,-1
23984,1
23985,1
23986,-1
23987,0
23988,0
23989,-1
23990,1
23991,-1
23992,-1
23993,-1
23994,0
23995,0
23996,0
23997,-1
23998,-1
23999,-1
24000,-1
24001,0
24002,0
24003,0
24004,1
24005,-1
24006,0
24007,1
24008,1
24009,-1
24010,1
24011,1
24012,1
24013,1
24014,0
24015,0
24016,-1
24017,-1
24018,0
24019,-1
24020,1
24021,1
24022,1
24023,-1
24024,-1
24025,0
24026,0
24027,-1
24028,1
24029,-1
24030,1
24031,0
24032,-1
24033,-1
24034,1
24035,-1
24036,1
24037,-1
24038,0
24039,-1
24040,0
24041,1
24042,1
24043,1
24044,-1
24045,0
24046,-1
24047,1
24048,-1
24049,0
24050,1
24051,1
24052,-1
24053,0
24054,-1
24055,-1
24056,1
24057,1
24058,0
24059,1
24060,1
24061,0
24062,-1
24063,-1
24064,-1
24065,-1
24066,-1
24067,1
24068,1
24069,-1
24070,-1
24071,-1
24072,0
24073,0
24074,1
24075,1
24076,1
24077,-1
24078,1
24079,-1
24080,1
24081,-1
24082,1
24083,-1
24084,-1
24085,-1
24086,-1
24087,1
24088,1
24089,-1
24090,0
24091,1
24092,-1
24093,1
24094,-1
24095,-1
24096,1
24097,1
24098,1
24099,1
24100,-1
24101,0
24102,0
24103,-1
24104,1
24105,1
24106,-1
24107,1
24108,1
24109,1
24110,1
24111,1
24112,1
24113,-1
24114,0
24115,0
24116,0
24117,-1
24118,-1
24119,-1
24120,-1
24121,0
24122,-1
24123,1
24124,-1
24125,-1
24126,0
24127,0
24128,-1
24129,1
24130,1
24131,-1
24132,1
24133,1
24134,1
24135,-1
24136,-1
24137,1
24138,-1
24139,-1
24140,1
24141,1
24142,1
24143,1
24144,0
24145,-1
24146,0
24147,-1
24148,1
24149,0
24150,0
24151,1
24152,0
24153,-1
24154,0
24155,-1
24156,1
24157,-1
24158,-1
24159,0
24160,-1
24161,-1
24162,0
24163,1
24164,1
24165,1
24166,-1
24167,-1
24168,0
24169,-1
24170,1
24171,-1
24172,-1
24173,0
24174,-1
24175,1
24176,-1
24177,1
24178,-1
24179,1
24180,-1
24181,0
24182,0
24183,-1
24184,1
24185,0
24186,-1
24187,-1
24188,1
24189,1
24190,1
24191,1
24192,1
24193,-1
24194,-1
24195,-1
24196,1
24197,-1
24198,1
24199,-1
24200,1
24201,1
24202,-1
24203,1
24204,0
24205,-1
24206,-1
24207,1
24208,1
24209,0
24210,1
24211,0
24212,1
24213,0
24214,1
24215,1
24216,1
24217,1
24218,1
24219,0
24220,0
24221,1
24222,1
24223,0
24224,-1
24225,0
24226,0
24227,-1
24228,0
24229,0
24230,0
24231,-1
24232,0
24233,0
24234,-1
24235,1
24236,-1
24237,-1
24238,0
24239,0
24240,0
24241,1
24242,1
24243,0
24244,-1
24245,-1
24246,0
24247,0
24248,1
24249,-1
24250,-1
24251,-1
24252,0
24253,1
24254,0
24255,1
24256,0
24257,1
24258,0
24259,0
24260,-1
24261,0
24262,0
24263,0
24264,0
24265,-1
24266,0
24267,-1
24268,1
24269,0
24270,0
24271,0
24272,0
24273,0
24274,-1
24275,-1
24276,0
24277,0
24278,0
24279,-1
24280,-1
24281,-1
24282,1
24283,0
24284,-1
24285,0
24286,0
24287,-1
24288,1
24289,0
24290,0
24291,0
24292,1
24293,0
24294,1
24295,0
24296,1
24297,0
24298,-1
24299,0
24300,0
24301,1
24302,0
24303,0
24304,0
24305,-1
24306,1
24307,1
24308,1
24309,0
24310,0
24311,1
24312,0
24313,0
24314,0
24315,0
24316,1
24317,0
24318,-1
24319,0
24320,0
24321,-1
24322,0
24323,0
24324,0
24325,0
24326,0
24327,-1
24328,0
24329,-1
24330,1
24331,0
24332,-1
24333,-1
24334,0
24335,0
24336,1
24337,1
24338,0
24339,0
24340,1
24341,-1
24342,1
24343,0
24344,-1
24345,-1
24346,-1
24347,-1
24348,0
24349,-1
24350,0
24351,-1
24352,0
24353,-1
24354,0
24355,1
24356,-1
24357,0
24358,0
24359,0
24360,1
24361,0
24362,-1
24363,0
24364,0
24365,0
24366,0
24367,0
24368,0
24369,0
24370,1
24371,-1
24372,0
24373,0
24374,0
24375,-1
24376,0
24377,0
24378,0
24379,-1
24380,-1
24381,0
24382,0
24383,-1
24384,1
24385,0
24386,1
24387,0
24388,0
24389,-1
24390,0
24391,-1
24392,1
24393,1
24394,-1
24395,0
24396,0
24397,-1
24398,1
24399,-1
24400,0
24401,0
24402,-1
24403,-1
24404,-1
24405,-1
24406,1
24407,1
24408,0
24409,-1
24410,-1
24411,1
24412,-1
24413,1
24414,-1
24415,-1
24416,-1
24417,-1
24418,-1
24419,1
24420,1
24421,-1
24422,-1
24423,1
24424,-1
24425,-1
24426,0
24427,0
24428,-1
24429,0
24430,1
24431,-1
24432,-1
24433,1
24434,1
24435,0
24436,1
24437,1
24438,1
24439,-1
24440,0
24441,1
24442,1
24443,1
24444,-1
24445,0
24446,1
24447,1
24448,0
24449,1
24450,1
24451,0
24452,0
24453,1
24454,-1
24455,1
24456,1
24457,-1
24458,-1
24459,1
24460,-1
24461,1
24462,1
24463,1
24464,-1
24465,1
24466,0
24467,1
24468,-1
24469,-1
24470,1
24471,1
24472,-1
24473,0
24474,1
24475,1
24476,1
24477,0
24478,0
24479,1
24480,1
24481,-1
24482,-1
24483,1
24484,1
24485,-1
24486,0
24487,0
24488,0
24489,0
24490,0
24491,-1
24492,-1
24493,-1
24494,0
24495,0
24496,-1
24497,0
24498,-1
24499,0
24500,-1
24501,0
24502,1
24503,0
24504,0
24505,0
24506,1
24507,-1
24508,-1
24509,0
24510,-1
24511,1
24512,0
24513,0
24514,0
24515,0
24516,0
24517,-1
24518,0
24519,0
24520,1
24521,-1
24522,1
24523,-1
24524,0
24525,0
24526,1
24527,1
24528,0
24529,1
24530,0
24531,1
24532,0
24533,-1
24534,-1
24535,0
24536,0
24537,0
24538,-1
24539,0
24540,1
24541,0
24542,0
24543,1
24544,0
24545,1
24546,0
24547,0
24548,0
24549,-1
24550,0
24551,0
24552,0
24553,0
24554,0
24555,1
24556,0
24557,-1
24558,0
24559,0
24560,0
24561,0
24562,0
24563,0
24564,1
24565,-1
24566,1
24567,1
24568,0
24569,1
24570,-1
24571,1
24572,0
24573,0
24574,0
24575,0
24576,0
24577,0
24578,-1
24579,1
24580,0
24581,-1
24582,1
24583,1
24584,0
24585,0
24586,0
24587,0
24588,0
24589,1
24590,1
24591,0
24592,0
24593,1
24594,-1
24595,0
24596,0
24597,0
24598,0
24599,0
24600,-1
24601,1
24602,1
24603,-1
24604,1
24605,0
24606,0
24607,0
24608,-1
24609,-1
24610,-1
24611,-1
24612,0
24613,0
24614,1
24615,0
24616,0
24617,0
24618,1
24619,0
24620,1
24621,-1
24622,0
24623,1
24624,-1
24625,0
24626,0
24627,1
24628,-1
24629,0
24630,-1
24631,0
24632,1
24633,0
24634,0
24635,-1
24636,1
24637,0
24638,0
24639,0
24640,-1
24641,1
24642,-1
24643,0
24644,1
24645,0
24646,-1
24647,0
24648,-1
24649,-1
24650,1
24651,1
24652,1
24653,1
24654,0
24655,0
24656,0
24657,-1
24658,0
24659,1
24660,1
24661,-1
24662,0
24663,0
24664,1
24665,-1
24666,-1
24667,1
24668,1
24669,1
24670,1
24671,-1
24672,-1
24673,-1
24674,0
24675,-1
24676,0
24677,0
24678,-1
24679,1
24680,1
24681,0
24682,0
24683,-1
24684,-1
24685,0
24686,-1
24687,1
24688,1
24689,0
24690,0
24691,1
24692,0
24693,-1
24694,0
24695,0
24696,-1
24697,1
24698,1
24699,0
24700,1
24701,-1
24702,0
24703,0
24704,0
24705,-1
24706,1
24707,1
24708,-1
24709,1
24710,1
24711,0
24712,0
24713,0
24714,0
24715,1
24716,1
24717,1
24718,0
24719,1
24720,1
24721,1
24722,1
24723,1
24724,1
24725,0
24726,-1
24727,0
24728,-1
24729,1
24730,-1
24731,-1
24732,0
24733,0
24734,-1
24735,0
24736,0
24737,0
24738,0
24739,0
24740,1
24741,1
24742,0
24743,0
24744,-1
24745,0
24746,0
24747,0
24748,0
24749,0
24750,-1
24751,0
24752,-1
24753,1
24754,0
24755,-1
24756,1
24757,0
24758,1
24759,-1
24760,1
24761,-1
24762,1
24763,0
24764,-1
24765,0
24766,0
24767,-1
24768,0
24769,0
24770,0
24771,1
24772,-1
24773,0
24774,0
24775,0
24776,0
24777,1
24778,-1
24779,0
24780,-1
24781,-1
24782,-1
24783,1
24784,-1
24785,-1
24786,0
24787,0
24788,-1
24789,-1
24790,0
24791,-1
24792,-1
24793,1
24794,-1
24795,-1
24796,0
24797,1
24798,-1
24799,-1
24800,1
24801,0
24802,-1
24803,1
24804,0
24805,0
24806,0
24807,-1
24808,-1
24809,1
24810,0
24811,0
24812,-1
24813,1
24814,1
24815,1
24816,-1
24817,0
24818,0
24819,1
24820,1
24821,0
24822,-1
24823,0
24824,1
24825,0
24826,0
24827,1
24828,0
24829,-1
24830,0
24831,1
24832,-1
24833,1
24834,0
24835,1
24836,1
24837,-1
24838,0
24839,-1
24840,1
24841,1
24842,1
24843,1
24844,1
24845,1
24846,0
24847,1
24848,0
24849,-1
24850,0
24851,0
24852,-1
24853,-1
24854,1
24855,1
24856,1
24857,1
24858,1
24859,-1
24860,1
24861,0
24862,1
24863,-1
24864,1
24865,1
24866,0
24867,1
24868,1
24869,-1
24870,1
24871,1
24872,1
24873,1
24874,1
24875,-1
24876,1
24877,0
24878,0
24879,1
24880,1
24881,0
24882,-1
24883,0
24884,1
24885,-1
24886,-1
24887,0
24888,1
24889,1
24890,-1
24891,1
24892,1
24893,1
24894,-1
24895,0
24896,1
24897,1
24898,1
24899,0
24900,-1
24901,1
24902,1
24903,0
24904,0
24905,1
24906,0
24907,-1
24908,0
24909,0
24910,0
24911,0
24912,0
24913,0
24914,0
24915,0
24916,0
24917,-1
24918,1
24919,0
24920,-1
24921,1
24922,1
24923,0
24924,-1
24925,-1
24926,-1
24927,0
24928,-1
24929,0
24930,1
24931,-1
24932,-1
24933,0
24934,0
24935,0
24936,-1
24937,0
24938,0
24939,1
24940,1
24941,1
24942,0
24943,0
24944,0
24945,0
24946,0
24947,0
24948,0
24949,0
24950,-1
24951,1
24952,0
24953,-1
24954,0
24955,0
24956,-1
24957,0
24958,0
24959,0
24960,-1
24961,-1
24962,1
24963,0
24964,0
24965,1
24966,0
24967,0
24968,0
24969,-1
24970,-1
24971,0
24972,1
24973,0
24974,0
24975,0
24976,0
24977,0
24978,1
24979,0
24980,1
24981,1
24982,0
24983,1
24984,0
24985,0
24986,0
24987,0
24988,1
24989,0
24990,1
24991,0
24992,0
24993,0
24994,0
24995,0
24996,1
24997,1
24998,0
24999,-1
25000,-1
25001,1
25002,1
25003,-1
25004,-1
25005,0
25006,1
25007,0
25008,0
25009,0
25010,0
25011,0
25012,0
25013,0
25014,-1
25015,-1
25016,-1
25017,0
25018,-1
25019,1
25020,0
25021,0
25022,-1
25023,0
25024,0
25025,1
25026,-1
25027,-1
25028,1
25029,0
25030,0
25031,0
25032,0
25033,-1
25034,0
25035,1
25036,0
25037,0
25038,1
25039,1
25040,0
25041,1
25042,0
25043,0
25044,0
25045,0
25046,-1
25047,1
25048,1
25049,0
25050,0
25051,0
25052,0
25053,0
25054,-1
25055,0
25056,0
25057,0
25058,-1
25059,1
25060,0
25061,1
25062,1
25063,1
25064,0
25065,0
25066,0
25067,1
25068,0
25069,0
25070,0
25071,-1
25072,0
25073,0
25074,-1
25075,1
25076,0
25077,0
25078,0
25079,0
25080,0
25081,0
25082,0
25083,1
25084,0
25085,0
25086,0
25087,1
25088,0
25089,1
25090,0
25091,0
25092,0
25093,1
25094,0
25095,0
25096,0
25097,0
25098,0
25099,-1
25100,0
25101,0
25102,0
25103,0
25104,1
25105,0
25106,0
25107,0
25108,0
25109,0
25110,0
25111,0
25112,-1
25113,-1
25114,1
25115,-1
25116,0
25117,0
25118,0
25119,0
25120,0
25121,-1
25122,0
25123,-1
25124,-1
25125,-1
25126,1
25127,-1
25128,0
25129,0
25130,1
25131,-1
25132,-1
25133,0
25134,0
25135,0
25136,0
25137,0
25138,0
25139,0
25140,1
25141,0
25142,0
25143,0
25144,0
25145,-1
25146,0
25147,-1
25148,0
25149,0
25150,0
25151,0
25152,1
25153,0
25154,0
25155,1
25156,0
25157,-1
25158,0
25159,-1
25160,1
25161,0
25162,-1
25163,0
25164,0
25165,-1
25166,0
25167,0
25168,0
25169,0
25170,0
25171,0
25172,0
25173,0
25174,0
25175,-1
25176,-1
25177,0
25178,0
25179,1
25180,-1
25181,0
25182,1
25183,0
25184,-1
25185,0
25186,0
25187,0
25188,0
25189,0
25190,0
25191,0
25192,0
25193,1
25194,1
25195,1
25196,1
25197,0
25198,0
25199,0
25200,0
25201,1
25202,0
25203,0
25204,0
25205,0
25206,0
25207,0
25208,0
25209,0
25210,-1
25211,-1
25212,0
25213,0
25214,0
25215,0
25216,0
25217,0
25218,0
25219,-1
25220,0
25221,0
25222,0
25223,1
25224,0
25225,0
25226,0
25227,1
25228,0
25229,1
25230,1
25231,0
25232,0
25233,-1
25234,0
25235,0
25236,0
25237,0
25238,-1
25239,-1
25240,-1
25241,-1
25242,0
25243,0
25244,0
25245,-1
25246,1
25247,1
25248,0
25249,0
25250,0
25251,0
25252,-1
25253,1
25254,0
25255,0
25256,0
25257,-1
25258,-1
25259,1
25260,0
25261,0
25262,-1
25263,0
25264,0
25265,-1
25266,0
25267,0
25268,0
25269,0
25270,0
25271,0
25272,0
25273,1
25274,0
25275,-1
25276,-1
25277,0
25278,0
25279,0
25280,0
25281,0
25282,0
25283,0
25284,1
25285,1
25286,1
25287,1
25288,-1
25289,1
25290,-1
25291,1
25292,0
25293,0
25294,0
25295,1
25296,0
25297,0
25298,0
25299,0
25300,0
25301,1
25302,0
25303,0
25304,0
25305,1
25306,1
25307,1
25308,1
25309,0
25310,-1
25311,1
25312,1
25313,1
25314,1
25315,0
25316,0
25317,0
25318,0
25319,0
25320,0
25321,1
25322,0
25323,1
25324,1
25325,0
25326,0
25327,0
25328,0
25329,0
25330,-1
25331,0
25332,0
25333,0
25334,0
25335,1
25336,0
25337,0
25338,0
25339,1
25340,0
25341,-1
25342,0
25343,-1
25344,0
25345,0
25346,0
25347,0
25348,0
25349,1
25350,0
25351,0
25352,1
25353,0
25354,0
25355,1
25356,0
25357,0
25358,0
25359,0
25360,0
25361,0
25362,0
25363,1
25364,0
25365,0
25366,1
25367,0
25368,-1
25369,0
25370,0
25371,0
25372,0
25373,1
25374,0
25375,1
25376,0
25377,0
25378,1
25379,1
25380,-1
25381,1
25382,0
25383,0
25384,0
25385,0
25386,0
25387,0
25388,0
25389,-1
25390,0
25391,0
25392,1
25393,1
25394,0
25395,0
25396,0
25397,0
25398,0
25399,-1
25400,1
25401,1
25402,-1
25403,1
25404,1
25405,-1
25406,-1
25407,1
25408,-1
25409,-1
25410,1
25411,1
25412,1
25413,1
25414,1
25415,1
25416,1
25417,1
25418,1
25419,-1
25420,-1
25421,1
25422,0
25423,1
25424,0
25425,1
25426,1
25427,1
25428,-1
25429,1
25430,-1
25431,0
25432,1
25433,0
25434,1
25435,-1
25436,1
25437,1
25438,-1
25439,1
25440,-1
25441,1
25442,1
25443,1
25444,1
25445,1
25446,1
25447,1
25448,-1
25449,1
25450,-1
25451,1
25452,0
25453,1
25454,0
25455,1
25456,1
25457,1
25458,-1
25459,1
25460,1
25461,1
25462,1
25463,1
25464,1
25465,-1
25466,-1
25467,-1
25468,-1
25469,1
25470,0
25471,-1
25472,-1
25473,1
25474,0
25475,-1
25476,-1
25477,-1
25478,0
25479,0
25480,1
25481,-1
25482,1
25483,1
25484,1
25485,1
25486,1
25487,-1
25488,1
25489,1
25490,-1
25491,1
25492,-1
25493,-1
25494,-1
25495,0
25496,1
25497,-1
25498,-1
25499,1
25500,-1
25501,-1
25502,-1
25503,1
25504,1
25505,0
25506,-1
25507,-1
25508,-1
25509,-1
25510,-1
25511,-1
25512,-1
25513,-1
25514,-1
25515,-1
25516,-1
25517,-1
25518,-1
25519,-1
25520,-1
25521,-1
25522,1
25523,1
25524,1
25525,-1
25526,-1
25527,-1
25528,-1
25529,1
25530,-1
25531,1
25532,1
25533,1
25534,1
25535,1
25536,1
25537,-1
25538,-1
25539,-1
25540,-1
25541,1
25542,1
25543,-1
25544,0
25545,-1
25546,1
25547,-1
25548,-1
25549,-1
25550,-1
25551,1
25552,1
25553,1
25554,1
25555,1
25556,1
25557,1
25558,1
25559,-1
25560,-1
25561,-1
25562,0
25563,1
25564,1
25565,1
25566,-1
25567,1
25568,0
25569,1
25570,1
25571,1
25572,1
25573,-1
25574,-1
25575,-1
25576,-1
25577,-1
25578,1
25579,1
25580,0
25581,1
25582,1
25583,1
25584,0
25585,1
25586,-1
25587,1
25588,1
25589,1
25590,-1
25591,0
25592,0
25593,1
25594,-1
25595,-1
25596,1
25597,-1
25598,-1
25599,1
25600,-1
25601,-1
25602,-1
25603,-1
25604,-1
25605,-1
25606,-1
25607,-1
25608,-1
25609,-1
25610,1
25611,-1
25612,-1
25613,-1
25614,-1
25615,1
25616,1
25617,-1
25618,-1
25619,-1
25620,-1
25621,-1
25622,-1
25623,-1
25624,-1
25625,-1
25626,-1
25627,1
25628,0
25629,1
25630,0
25631,-1
25632,0
25633,0
25634,-1
25635,1
25636,-1
25637,-1
25638,1
25639,1
25640,1
25641,1
25642,1
25643,-1
25644,1
25645,-1
25646,-1
25647,-1
25648,-1
25649,-1
25650,-1
25651,-1
25652,-1
25653,1
25654,0
25655,-1
25656,1
25657,-1
25658,-1
25659,-1
25660,-1
25661,-1
25662,-1
25663,-1
25664,-1
25665,-1
25666,-1
25667,0
25668,1
25669,1
25670,1
25671,1
25672,0
25673,-1
25674,-1
25675,1
25676,1
25677,1
25678,0
25679,-1
25680,-1
25681,1
25682,1
25683,1
25684,-1
25685,0
25686,1
25687,-1
25688,1
25689,1
25690,1
25691,1
25692,1
25693,0
25694,0
25695,0
25696,0
25697,0
25698,1
25699,1
25700,0
25701,1
25702,1
25703,1
25704,-1
25705,-1
25706,-1
25707,0
25708,-1
25709,-1
25710,0
25711,-1
25712,1
25713,1
25714,0
25715,-1
25716,-1
25717,0
25718,1
25719,-1
25720,-1
25721,-1
25722,-1
25723,-1
25724,-1
25725,-1
25726,-1
25727,-1
25728,0
25729,1
25730,-1
25731,1
25732,0
25733,1
25734,1
25735,-1
25736,1
25737,1
25738,1
25739,1
25740,1
25741,1
25742,1
25743,1
25744,1
25745,1
25746,0
25747,1
25748,0
25749,0
25750,0
25751,1
25752,0
25753,1
25754,1
25755,1
25756,-1
25757,1
25758,-1
25759,-1
25760,1
25761,0
25762,1
25763,0
25764,0
25765,0
25766,-1
25767,1
25768,1
25769,1
25770,1
25771,1
25772,1
25773,1
25774,1
25775,1
25776,1
25777,0
25778,1
25779,1
25780,-1
25781,-1
25782,-1
25783,-1
25784,1
25785,-1
25786,-1
25787,-1
25788,-1
25789,1
25790,-1
25791,-1
25792,1
25793,1
25794,0
25795,1
25796,-1
25797,1
25798,-1
25799,-1
25800,-1
25801,-1
25802,-1
25803,-1
25804,-1
25805,-1
25806,-1
25807,-1
25808,1
25809,1
25810,-1
25811,-1
25812,-1
25813,-1
25814,0
25815,1
25816,1
25817,0
25818,0
25819,-1
25820,-1
25821,1
25822,1
25823,-1
25824,1
25825,1
25826,-1
25827,0
25828,0
25829,0
25830,1
25831,-1
25832,1
25833,0
25834,0
25835,0
25836,-1
25837,-1
25838,-1
25839,1
25840,0
25841,0
25842,1
25843,1
25844,1
25845,-1
25846,-1
25847,0
25848,0
25849,0
25850,0
25851,0
25852,1
25853,0
25854,1
25855,-1
25856,0
25857,1
25858,1
25859,0
25860,-1
25861,1
25862,1
25863,1
25864,1
25865,1
25866,1
25867,-1
25868,0
25869,0
25870,1
25871,-1
25872,-1
25873,0
25874,1
25875,0
25876,1
25877,0
25878,-1
25879,0
25880,0
